# file:line name lines nest params
src/antic/arm64.c:268 move 7 0 3
src/antic/arm64.c:276 append 9 0 4
src/antic/arm64.c:289 load_into 27 2 3
src/antic/arm64.c:317 load 4 0 3
src/antic/arm64.c:324 is_arith_type 5 0 1
src/antic/arm64.c:330 match_arith 5 0 2
src/antic/arm64.c:336 match_copy 5 0 2
src/antic/arm64.c:343 match_not_bool 7 0 2
src/antic/arm64.c:351 match_compare 6 0 2
src/antic/arm64.c:358 match_fused 5 0 2
src/antic/arm64.c:364 match_call 6 0 2
src/antic/arm64.c:373 fits_imm12 4 0 1
src/antic/arm64.c:380 append_imm12 12 1 5
src/antic/arm64.c:393 emit_imm12 5 0 5
src/antic/arm64.c:399 popcount 9 1 1
src/antic/arm64.c:412 is_logical_imm 24 2 2
src/antic/arm64.c:437 emit_copy 10 1 2
src/antic/arm64.c:451 emit_add_sub 20 1 2
src/antic/arm64.c:472 emit_binary 17 1 2
src/antic/arm64.c:490 widened 7 1 2
src/antic/arm64.c:499 extended 19 1 3
src/antic/arm64.c:521 emit_div 20 1 2
src/antic/arm64.c:545 emit_shift 16 1 2
src/antic/arm64.c:563 memory_at 11 0 3
src/antic/arm64.c:576 call_c 19 1 4
src/antic/arm64.c:598 copy_memory 23 1 4
src/antic/arm64.c:622 is_float_register 5 0 2
src/antic/arm64.c:630 load_bytes 21 1 5
src/antic/arm64.c:653 store_bytes 20 1 5
src/antic/arm64.c:674 slot_address 8 0 3
src/antic/arm64.c:685 incoming_address 10 0 3
src/antic/arm64.c:699 copy_argument 23 2 4
src/antic/arm64.c:723 emit_memcopy 7 0 2
src/antic/arm64.c:761 vector_of 7 0 2
src/antic/arm64.c:770 element_of 7 0 3
src/antic/arm64.c:788 shape_of 11 0 2
src/antic/arm64.c:800 inst_shape 6 0 2
src/antic/arm64.c:808 lanes_arrangement 12 1 2
src/antic/arm64.c:821 bytes_arrangement 4 0 1
src/antic/arm64.c:826 vector_load 7 0 5
src/antic/arm64.c:834 vector_store 7 0 5
src/antic/arm64.c:843 lane_opcode 15 1 1
src/antic/arm64.c:859 is_bitwise 4 0 1
src/antic/arm64.c:866 compare_lanes 34 2 7
src/antic/arm64.c:903 narrow_mask 17 1 3
src/antic/arm64.c:923 widen_mask 13 1 3
src/antic/arm64.c:937 emit_vbinary 26 2 2
src/antic/arm64.c:964 emit_vunary 20 1 2
src/antic/arm64.c:987 emit_vsplat 18 1 2
src/antic/arm64.c:1008 emit_vselect 20 1 2
src/antic/arm64.c:1030 emit_vshuffle 16 1 2
src/antic/arm64.c:1049 fold_lanes 35 1 5
src/antic/arm64.c:1088 fold_chunks 15 1 8
src/antic/arm64.c:1106 emit_vreduce 26 1 2
src/antic/arm64.c:1137 vector_native 23 1 4
src/antic/arm64.c:1165 match_float 5 0 2
src/antic/arm64.c:1173 load_float 18 1 4
src/antic/arm64.c:1192 emit_float_copy 4 0 2
src/antic/arm64.c:1197 emit_float_binary 13 0 2
src/antic/arm64.c:1213 emit_float_compare 15 0 2
src/antic/arm64.c:1232 emit_float_convert 21 1 2
src/antic/arm64.c:1259 emit_half_convert 14 1 2
src/antic/arm64.c:1274 emit_float_neg 4 0 2
src/antic/arm64.c:1283 emit_addr 10 0 2
src/antic/arm64.c:1298 emit_convert 23 1 2
src/antic/arm64.c:1322 match_convert 5 0 2
src/antic/arm64.c:1328 emit_not_bool 6 0 2
src/antic/arm64.c:1335 emit_unary 7 0 2
src/antic/arm64.c:1346 compare 37 2 2
src/antic/arm64.c:1384 cond 7 0 1
src/antic/arm64.c:1392 block 7 0 1
src/antic/arm64.c:1400 emit_set 5 0 2
src/antic/arm64.c:1409 overflow_cond 5 0 1
src/antic/arm64.c:1422 emit_overflow 45 1 2
src/antic/arm64.c:1472 emit_mul_high 26 1 2
src/antic/arm64.c:1507 flags_native 6 0 1
src/antic/arm64.c:1514 emit_flag_op 37 2 2
src/antic/arm64.c:1553 emit_flag 10 0 2
src/antic/arm64.c:1564 jump 8 1 2
src/antic/arm64.c:1573 emit_jump 4 0 2
src/antic/arm64.c:1581 conditional 10 1 3
src/antic/arm64.c:1594 emit_branch_ov 4 0 2
src/antic/arm64.c:1599 emit_fused_branch 7 0 2
src/antic/arm64.c:1607 emit_branch 11 1 2
src/antic/arm64.c:1624 hfa_members 15 2 1
src/antic/arm64.c:1643 aggregate_parts 24 2 3
src/antic/arm64.c:1668 locate_result 26 1 3
src/antic/arm64.c:1704 locate 98 3 5
src/antic/arm64.c:1805 load_value 20 1 4
src/antic/arm64.c:1829 emit_call 118 3 2
src/antic/arm64.c:1948 emit_ret 25 2 2
src/antic/arm64.c:1974 memory 13 0 2
src/antic/arm64.c:1988 match_scalar 7 0 2
src/antic/arm64.c:1997 emit_slot 8 0 2
src/antic/arm64.c:2008 address_of 18 1 3
src/antic/arm64.c:2031 fits_address 22 1 3
src/antic/arm64.c:2054 emit_load 5 0 2
src/antic/arm64.c:2061 emit_store 9 0 2
src/antic/arm64.c:2153 print_base 10 1 2
src/antic/arm64.c:2166 print_memory 20 2 2
src/antic/arm64.c:2187 print_operand 54 2 4
src/antic/arm64.c:2249 print 77 3 5
src/antic/arm64.c:2329 stack 9 0 2
src/antic/arm64.c:2340 stack_indexed 8 0 1
src/antic/arm64.c:2353 fits_scaled 4 0 1
src/antic/arm64.c:2361 load_spill 13 1 3
src/antic/arm64.c:2375 store_spill 13 1 3
src/antic/arm64.c:2391 expand 22 1 2
src/antic/arm64.c:2417 allocate_frame 23 1 3
src/antic/arm64.c:2441 resolve_slot 5 0 2
src/antic/arm64.c:2449 unwind 8 1 5
src/antic/arm64.c:2460 save_area 12 2 1
src/antic/arm64.c:2474 unwind_save 9 0 4
src/antic/arm64.c:2493 prologue 52 2 2
src/antic/arm64.c:2548 free_stack 25 2 3
src/antic/arm64.c:2577 epilogue 45 2 2
src/antic/arm64.c:2625 stack_param 19 2 3
src/antic/arm64.c:2677 target_desc_arm64 4 0 0
src/antic/ast_dump.c:20 begin 10 1 2
src/antic/ast_dump.c:32 end 12 2 3
src/antic/ast_dump.c:45 label_name 9 1 4
src/antic/ast_dump.c:57 dump_doc 22 2 4
src/antic/ast_dump.c:80 simple 7 0 4
src/antic/ast_dump.c:92 op_name 5 0 2
src/antic/ast_dump.c:100 dump_type 56 2 3
src/antic/ast_dump.c:158 binary_rule 28 1 1
src/antic/ast_dump.c:187 dump_fields 12 1 4
src/antic/ast_dump.c:200 dump_expr 263 4 3
src/antic/ast_dump.c:467 dump_handler 29 2 3
src/antic/ast_dump.c:499 loop_name 8 0 1
src/antic/ast_dump.c:509 loop_element 9 0 1
src/antic/ast_dump.c:520 dump_bindings 11 1 4
src/antic/ast_dump.c:532 dump_stmt 164 3 3
src/antic/ast_dump.c:697 dump_block 9 1 3
src/antic/ast_dump.c:707 dump_params 48 2 6
src/antic/ast_dump.c:757 dump_members 50 2 2
src/antic/ast_dump.c:808 dump_module 141 3 2
src/antic/ast_dump.c:950 ast_dump 5 0 2
src/antic/ast_dump.c:956 ast_dump_typed 5 0 2
src/antic/coff.c:122 get 10 1 2
src/antic/coff.c:133 put 8 1 3
src/antic/coff.c:142 allocate 10 1 2
src/antic/coff.c:153 hash 10 1 2
src/antic/coff.c:165 find 32 3 4
src/antic/coff.c:198 symbol_at 4 0 2
src/antic/coff.c:204 symbol_name 26 2 4
src/antic/coff.c:231 is_named 4 0 3
src/antic/coff.c:236 fail 7 0 5
src/antic/coff.c:246 holds_lines 20 2 2
src/antic/coff.c:268 holds_token 12 2 3
src/antic/coff.c:283 add_directives 22 2 3
src/antic/coff.c:308 parse 83 3 3
src/antic/coff.c:394 read_comdats 38 3 2
src/antic/coff.c:433 is_codeview 7 0 1
src/antic/coff.c:445 read_sections 32 3 3
src/antic/coff.c:480 choose_comdats 68 4 1
src/antic/coff.c:550 enter_definitions 34 3 1
src/antic/coff.c:587 number_symbols 81 4 3
src/antic/coff.c:671 name_field 26 2 5
src/antic/coff.c:698 pad 6 0 1
src/antic/coff.c:708 write_sections 70 5 3
src/antic/coff.c:781 write_symbols 52 5 4
src/antic/coff.c:834 release 16 1 1
src/antic/coff.c:851 coff_join 87 4 4
src/antic/cpu.c:49 cpu_name 4 0 1
src/antic/cpu.c:54 cpu_arch 4 0 1
src/antic/cpu.c:59 cpu_id 4 0 1
src/antic/cpu.c:64 cpu_has 4 0 2
src/antic/cpu.c:69 cpu_clang_arch 4 0 1
src/antic/cpu.c:74 cpu_attributes 4 0 1
src/antic/cpu.c:79 cpu_default 4 0 1
src/antic/cpu.c:84 cpu_from_name 13 2 3
src/antic/debug.c:54 local 4 0 1
src/antic/debug.c:67 codeview 4 0 1
src/antic/debug.c:72 debug_spans_free 5 0 1
src/antic/debug.c:80 mark 27 2 3
src/antic/debug.c:108 debug_init 11 0 6
src/antic/debug.c:121 unit_file 13 2 1
src/antic/debug.c:135 debug_files 16 1 2
src/antic/debug.c:152 debug_open 24 1 3
src/antic/debug.c:177 debug_at 17 1 3
src/antic/debug.c:195 debug_close 14 1 2
src/antic/debug.c:213 section 14 1 3
src/antic/debug.c:229 attribute 5 0 4
src/antic/debug.c:236 abbreviations 19 0 2
src/antic/debug.c:261 section_offset 10 1 4
src/antic/debug.c:273 compile_unit 31 0 2
src/antic/debug.c:307 reader_name 8 1 2
src/antic/debug.c:320 symbol_records 44 2 3
src/antic/debug.c:367 line_tables 19 2 3
src/antic/debug.c:387 debug_sections 26 2 3
src/antic/diagnostic.c:7 add 23 2 7
src/antic/diagnostic.c:31 diagnostics_add 9 0 5
src/antic/diagnostic.c:41 diagnostics_warn 9 0 5
src/antic/diagnostic.c:51 diagnostics_doc 9 0 5
src/antic/diagnostic.c:61 diagnostics_free 7 0 1
src/antic/driver.c:61 extras_free 9 0 1
src/antic/driver.c:72 ends_with 6 0 2
src/antic/driver.c:80 read_bytes 21 1 2
src/antic/driver.c:104 read_source 27 2 2
src/antic/driver.c:132 write_file 16 1 2
src/antic/driver.c:158 drop_test_blocks 26 3 2
src/antic/driver.c:185 module_name 29 1 2
src/antic/driver.c:216 xcrun 13 1 2
src/antic/driver.c:231 find_crt_dir 21 2 2
src/antic/driver.c:255 is_plugin 4 0 1
src/antic/driver.c:262 links 7 0 1
src/antic/driver.c:273 can_link 17 1 1
src/antic/driver.c:300 link_facts_free 8 0 1
src/antic/driver.c:309 file_exists 9 1 1
src/antic/driver.c:325 apple_sdk 41 1 2
src/antic/driver.c:371 link_facts 75 3 3
src/antic/driver.c:461 windows_keep 7 0 2
src/antic/driver.c:472 windows_path 19 1 3
src/antic/driver.c:494 windows_link_paths 53 3 3
src/antic/driver.c:548 windows_link_free 6 0 1
src/antic/driver.c:556 run_link 11 1 2
src/antic/driver.c:568 link_program 31 1 4
src/antic/driver.c:600 print_diagnostics 12 1 2
src/antic/driver.c:615 report_diagnostics 19 2 2
src/antic/driver.c:638 dump_tokens 16 1 2
src/antic/driver.c:656 lower_options 14 1 1
src/antic/driver.c:673 recorded_file 4 0 1
src/antic/driver.c:681 lower_checked 22 1 10
src/antic/driver.c:706 whole_checked 31 1 9
src/antic/driver.c:744 dump_ir 34 2 12
src/antic/driver.c:780 has_main 13 2 2
src/antic/driver.c:796 digest_file 14 1 2
src/antic/driver.c:819 build_id 28 2 4
src/antic/driver.c:850 identified_notice 14 1 3
src/antic/driver.c:870 back_end 138 3 7
src/antic/driver.c:1012 package_header 46 2 3
src/antic/driver.c:1065 write_library 30 2 5
src/antic/driver.c:1102 add_path 12 2 2
src/antic/driver.c:1117 search_roots 36 2 3
src/antic/driver.c:1154 contains 11 2 2
src/antic/driver.c:1169 find_libraries 55 4 4
src/antic/driver.c:1225 driver_libraries 23 1 4
src/antic/driver.c:1249 driver_frameworks 56 4 5
src/antic/driver.c:1309 load_libraries 108 5 6
src/antic/driver.c:1418 defines_main 13 2 1
src/antic/driver.c:1434 library_name 21 1 3
src/antic/driver.c:1458 own_interface 28 1 5
src/antic/driver.c:1489 build_notice 53 3 6
src/antic/driver.c:1543 compile 155 2 6
src/antic/driver.c:1707 driver_interface 121 3 5
src/antic/driver.c:1829 driver_library_header 89 2 2
src/antic/driver.c:1923 compile_library_file 72 2 4
src/antic/driver.c:2000 archive_tool 19 1 3
src/antic/driver.c:2021 assemble 32 1 3
src/antic/driver.c:2054 run_command 8 1 2
src/antic/driver.c:2065 join_coff 30 1 2
src/antic/driver.c:2099 bundle 96 3 5
src/antic/driver.c:2198 assemble_package 21 0 3
src/antic/driver.c:2226 index_entry 18 1 4
src/antic/driver.c:2246 index_names 12 0 3
src/antic/driver.c:2261 index_others 25 2 3
src/antic/driver.c:2287 write_plugin_index 22 1 4
src/antic/driver.c:2313 build_c_library 161 3 4
src/antic/driver.c:2475 driver_run 123 2 1
src/antic/emit.c:13 emit_function 56 2 8
src/antic/emit.c:72 emit_entry 21 2 4
src/antic/emit.c:124 reloc_at 22 2 5
src/antic/emit.c:149 emit_global 62 3 6
src/antic/emit.c:215 emit_data 42 3 5
src/antic/emit.c:258 emit 53 3 12
src/antic/emit.c:312 emit_program 8 0 11
src/antic/emit.c:321 emit_module 8 0 11
src/antic/emit.c:333 emit_constructor 14 0 3
src/antic/emit.c:348 emit_licenses 19 2 4
src/antic/emit.c:371 emit_package 23 2 4
src/antic/expand.c:22 bits 4 0 1
src/antic/expand.c:27 temp 4 0 2
src/antic/expand.c:32 constant 6 0 2
src/antic/expand.c:39 binary 5 0 4
src/antic/expand.c:45 compare 5 0 4
src/antic/expand.c:52 mask_of 9 0 2
src/antic/expand.c:63 sign_of 4 0 2
src/antic/expand.c:69 finish 15 0 5
src/antic/expand.c:88 signed_overflow 19 1 5
src/antic/expand.c:111 unsigned_overflow 11 1 5
src/antic/expand.c:126 saturate 42 2 2
src/antic/expand.c:170 widen_bool 6 0 2
src/antic/expand.c:177 both 5 0 3
src/antic/expand.c:187 last_bit 16 1 4
src/antic/expand.c:206 flag_of 55 3 4
src/antic/expand.c:266 flags 31 1 3
src/antic/expand.c:309 lane_address 8 1 3
src/antic/expand.c:318 load_lane 7 0 4
src/antic/expand.c:326 store_lane 8 0 5
src/antic/expand.c:336 word_of 4 0 1
src/antic/expand.c:342 choose 11 0 4
src/antic/expand.c:354 is_lane_comparison 4 0 1
src/antic/expand.c:360 fold_lanes 49 3 5
src/antic/expand.c:410 expand_vector 73 3 3
src/antic/expand.c:484 is_vector 4 0 1
src/antic/expand.c:489 is_saturating 5 0 1
src/antic/expand.c:495 is_flag_operation 6 0 1
src/antic/expand.c:503 expands 10 1 2
src/antic/expand.c:514 expand_block 43 2 3
src/antic/expand.c:558 expand_function 12 1 2
src/antic/header.c:12 scalar_name 25 1 1
src/antic/header.c:60 stdint_macro 20 2 1
src/antic/header.c:83 c_name 13 1 3
src/antic/header.c:100 is_error_class 4 0 1
src/antic/header.c:110 type_names_error 38 3 1
src/antic/header.c:154 element_c_name 32 2 2
src/antic/header.c:187 tuple_c_name 5 0 2
src/antic/header.c:196 owned_note 7 0 2
src/antic/header.c:207 declaration 66 2 4
src/antic/header.c:276 doc_comment 22 1 3
src/antic/header.c:305 was_emitted 11 2 2
src/antic/header.c:320 mark_emitted 15 2 2
src/antic/header.c:346 flags_view 17 1 3
src/antic/header.c:365 emit_uses 30 3 5
src/antic/header.c:400 tuple_view 32 1 5
src/antic/header.c:434 emit_tuples 36 2 5
src/antic/header.c:477 variant_view 62 3 5
src/antic/header.c:544 vector_typedef 28 1 2
src/antic/header.c:578 aggregate 59 2 5
src/antic/header.c:642 chain_functions 37 4 3
src/antic/header.c:682 may_fail_note 8 1 3
src/antic/header.c:693 member_signature 49 2 5
src/antic/header.c:744 construct_with_arguments 14 2 1
src/antic/header.c:763 class_view 189 3 2
src/antic/header.c:953 constant 39 3 2
src/antic/header.c:994 prototype 25 1 2
src/antic/header.c:1020 header_write 159 4 5
src/antic/ir.c:10 grow 17 1 4
src/antic/ir.c:28 keep 13 1 2
src/antic/ir.c:42 ir_module_init 7 0 3
src/antic/ir.c:50 ir_block_free 10 1 1
src/antic/ir.c:61 ir_function_free 17 1 1
src/antic/ir.c:79 ir_module_free 21 1 1
src/antic/ir.c:101 ir_scalar 8 0 1
src/antic/ir.c:110 ir_aggregate 8 0 1
src/antic/ir.c:119 ir_agg_find 11 2 2
src/antic/ir.c:134 add_agg 24 1 4
src/antic/ir.c:159 ir_file_add 14 2 2
src/antic/ir.c:174 ir_struct_add 13 0 7
src/antic/ir.c:188 ir_simd_add 11 0 4
src/antic/ir.c:200 ir_array_add 16 0 5
src/antic/ir.c:217 add_sym 17 2 2
src/antic/ir.c:235 sym_key 12 0 2
src/antic/ir.c:248 ir_sym_int 7 0 3
src/antic/ir.c:256 ir_sym_size_of 7 0 2
src/antic/ir.c:264 ir_sym_offset_of 8 0 3
src/antic/ir.c:273 ir_sym_op 10 0 5
src/antic/ir.c:284 ir_sym_operand 12 1 2
src/antic/ir.c:297 new_function 17 0 4
src/antic/ir.c:315 ir_function_add 8 0 5
src/antic/ir.c:324 ir_extern_add 8 0 4
src/antic/ir.c:333 ir_declare_add 9 0 5
src/antic/ir.c:343 ir_temp 9 0 2
src/antic/ir.c:353 ir_param_add 14 0 3
src/antic/ir.c:368 ir_block_add 14 1 1
src/antic/ir.c:383 ir_global_add 21 1 6
src/antic/ir.c:405 ir_global_add_value 10 0 4
src/antic/ir.c:416 ir_class_add 18 0 3
src/antic/ir.c:435 ir_class_subtable 17 1 5
src/antic/ir.c:453 ir_class_inject 18 1 6
src/antic/ir.c:472 ir_class_provides 15 1 4
src/antic/ir.c:488 ir_class_mutable 12 1 2
src/antic/ir.c:501 ir_const_agg 12 0 3
src/antic/ir.c:514 ir_const_equal 35 3 2
src/antic/ir.c:550 add_reloc 15 1 5
src/antic/ir.c:566 ir_global_reloc 5 0 4
src/antic/ir.c:574 ir_global_reloc_fn 5 0 4
src/antic/ir.c:580 ir_temp_op 7 0 2
src/antic/ir.c:590 ir_int_op 20 1 2
src/antic/ir.c:611 ir_float_op 7 0 2
src/antic/ir.c:619 ir_block_op 6 0 1
src/antic/ir.c:626 ir_func_op 6 0 1
src/antic/ir.c:633 ir_global_op 6 0 1
src/antic/ir.c:642 append 16 0 5
src/antic/ir.c:659 ir_inst_add 16 2 2
src/antic/ir.c:676 ir_binary 11 0 6
src/antic/ir.c:688 ir_flag_op 12 0 7
src/antic/ir.c:701 ir_flag 10 0 4
src/antic/ir.c:712 ir_unary 7 0 5
src/antic/ir.c:720 ir_assign 5 0 4
src/antic/ir.c:726 ir_entry_slot 22 1 2
src/antic/ir.c:749 ir_slot 8 0 3
src/antic/ir.c:758 ir_load 7 0 4
src/antic/ir.c:766 ir_store 8 0 5
src/antic/ir.c:775 ir_ptradd 5 0 4
src/antic/ir.c:781 ir_memcopy 10 0 5
src/antic/ir.c:792 ir_addr 5 0 3
src/antic/ir.c:798 ir_bitload 12 0 6
src/antic/ir.c:811 ir_bitstore 11 0 7
src/antic/ir.c:824 vector_op 10 0 6
src/antic/ir.c:835 ir_vbinary 10 0 8
src/antic/ir.c:846 ir_vunary 9 0 7
src/antic/ir.c:856 ir_vsplat 8 0 6
src/antic/ir.c:865 operand_list 10 1 1
src/antic/ir.c:876 ir_vselect 13 0 8
src/antic/ir.c:890 ir_vshuffle 15 1 8
src/antic/ir.c:906 ir_vreduce 11 0 6
src/antic/ir.c:918 ir_call 21 2 6
src/antic/ir.c:940 ir_call_indirect 10 0 7
src/antic/ir.c:951 ir_jump 5 0 3
src/antic/ir.c:957 ir_branch 10 0 5
src/antic/ir.c:968 ir_branch_ov 10 0 5
src/antic/ir.c:979 ir_ret 5 0 4
src/antic/ir_print.c:6 ir_type_name 10 0 1
src/antic/ir_print.c:17 ir_op_name 40 0 1
src/antic/ir_print.c:58 symbol 8 1 3
src/antic/ir_print.c:67 ir_vtype_print 9 1 3
src/antic/ir_print.c:77 integer 13 1 3
src/antic/ir_print.c:91 ir_sym_print 28 2 3
src/antic/ir_print.c:123 constant 37 2 3
src/antic/ir_print.c:161 operand 31 1 3
src/antic/ir_print.c:193 param_type 12 1 3
src/antic/ir_print.c:206 signature 31 2 3
src/antic/ir_print.c:238 instruction 144 3 3
src/antic/ir_print.c:386 aggtype 34 2 3
src/antic/ir_print.c:421 global_ref 8 1 4
src/antic/ir_print.c:432 class_record 29 1 3
src/antic/ir_print.c:462 ir_print 55 3 2
src/antic/ir_verify.c:29 fail 12 0 3
src/antic/ir_verify.c:42 is_overflow 4 0 1
src/antic/ir_verify.c:47 is_flag_operation 6 0 1
src/antic/ir_verify.c:54 is_terminator 5 0 1
src/antic/ir_verify.c:62 operand_ok 33 2 3
src/antic/ir_verify.c:96 vtype_ok 7 1 2
src/antic/ir_verify.c:104 type_of 4 0 2
src/antic/ir_verify.c:109 same_type 9 1 4
src/antic/ir_verify.c:121 lane_op_ok 28 2 3
src/antic/ir_verify.c:152 vector_ok 59 3 2
src/antic/ir_verify.c:212 check_inst 159 4 2
src/antic/ir_verify.c:372 is_set 4 0 2
src/antic/ir_verify.c:377 set_bit 4 0 2
src/antic/ir_verify.c:382 use 9 1 4
src/antic/ir_verify.c:394 entry_set 28 3 5
src/antic/ir_verify.c:427 check_definitions 51 4 1
src/antic/ir_verify.c:479 global_ok 4 0 3
src/antic/ir_verify.c:486 check_class 22 1 3
src/antic/ir_verify.c:509 ir_verify 58 5 2
src/antic/layout.c:13 allocate 10 1 2
src/antic/layout.c:30 fail 12 1 3
src/antic/layout.c:44 target_type 12 1 2
src/antic/layout.c:58 scalar_size 10 1 2
src/antic/layout.c:69 round_up 4 0 2
src/antic/layout.c:76 layout_size 5 0 2
src/antic/layout.c:82 layout_align 5 0 2
src/antic/layout.c:88 layout_agg 7 1 2
src/antic/layout.c:97 is_unit_break 4 0 1
src/antic/layout.c:110 flatten 37 3 4
src/antic/layout.c:151 bit_unit 22 1 4
src/antic/layout.c:184 compute 127 3 2
src/antic/layout.c:312 bits 4 0 1
src/antic/layout.c:317 trim 5 0 2
src/antic/layout.c:323 signed_value 8 0 2
src/antic/layout.c:334 fold_op 74 1 6
src/antic/layout.c:409 layout_fold 36 1 3
src/antic/layout.c:446 layouts_init 19 1 5
src/antic/layout.c:466 layouts_free 15 1 1
src/antic/layout.c:483 resolve_type 10 1 3
src/antic/layout.c:494 resolve 18 1 3
src/antic/layout.c:513 is_conversion 4 0 1
src/antic/layout.c:518 temp_of 4 0 2
src/antic/layout.c:524 convert 14 1 6
src/antic/layout.c:539 low_bits 4 0 1
src/antic/layout.c:549 lower_bits 61 2 4
src/antic/layout.c:613 lower_block_bits 21 2 3
src/antic/layout.c:638 wchar_signed 7 0 1
src/antic/layout.c:647 signed_op 21 1 1
src/antic/layout.c:672 wchar_signedness 8 1 2
src/antic/layout.c:681 layout_resolve 46 4 3
src/antic/layout.c:730 write_int 9 1 4
src/antic/layout.c:740 read_int 11 1 3
src/antic/layout.c:753 const_vtype 4 0 1
src/antic/layout.c:764 write_bits 13 0 7
src/antic/layout.c:778 write_agg 27 2 5
src/antic/layout.c:807 write_const 43 2 5
src/antic/layout.c:854 layout_data 16 2 2
src/antic/lexer.c:209 at 5 0 2
src/antic/lexer.c:215 advance 10 1 1
src/antic/lexer.c:226 is_digit 4 0 1
src/antic/lexer.c:231 is_hex 4 0 1
src/antic/lexer.c:236 hex_value 4 0 1
src/antic/lexer.c:241 is_ident_start 4 0 1
src/antic/lexer.c:246 is_ident_char 4 0 1
src/antic/lexer.c:251 error_at 6 0 4
src/antic/lexer.c:258 push 25 2 5
src/antic/lexer.c:284 keep 10 0 2
src/antic/lexer.c:296 append_byte 13 1 2
src/antic/lexer.c:310 append_utf8 18 1 2
src/antic/lexer.c:332 utf8_length 39 2 3
src/antic/lexer.c:374 validate 24 2 1
src/antic/lexer.c:402 doc_marker 29 1 3
src/antic/lexer.c:432 is_blank 4 0 1
src/antic/lexer.c:439 push_doc 42 2 6
src/antic/lexer.c:484 take_line 9 1 3
src/antic/lexer.c:496 line_doc 37 2 3
src/antic/lexer.c:536 skip_block 15 2 2
src/antic/lexer.c:557 block_doc 76 3 3
src/antic/lexer.c:636 skip_trivia 25 3 1
src/antic/lexer.c:664 word_kind 19 2 2
src/antic/lexer.c:687 is_null 4 0 2
src/antic/lexer.c:692 lexer_is_keyword 4 0 2
src/antic/lexer.c:697 identifier 12 1 4
src/antic/lexer.c:712 digit_run 18 3 3
src/antic/lexer.c:731 number_error 10 1 5
src/antic/lexer.c:746 after_dot 6 0 1
src/antic/lexer.c:753 number 90 3 4
src/antic/lexer.c:847 escape 93 3 4
src/antic/lexer.c:941 character 53 3 4
src/antic/lexer.c:1030 string_start 21 2 1
src/antic/lexer.c:1055 hex_character 30 2 6
src/antic/lexer.c:1088 string 93 4 5
src/antic/lexer.c:1185 interpolated_name 4 0 1
src/antic/lexer.c:1194 closing_quote 23 3 3
src/antic/lexer.c:1225 add_piece 19 2 1
src/antic/lexer.c:1252 placeholder 83 2 6
src/antic/lexer.c:1340 interpolated 90 3 5
src/antic/lexer.c:1431 symbol 28 2 4
src/antic/lexer.c:1462 lex_token 47 2 1
src/antic/lexer.c:1510 lex 24 2 5
src/antic/lexer.c:1535 token_list_free 7 0 1
src/antic/lexer.c:1543 token_kind_name 27 1 1
src/antic/lexer.c:1571 token_category 21 1 1
src/antic/linker.c:7 ends_with 7 0 2
src/antic/linker.c:15 link_is_input 7 0 1
src/antic/linker.c:26 add 5 0 2
src/antic/linker.c:34 next 4 0 1
src/antic/linker.c:39 link_runtime_library 11 0 4
src/antic/linker.c:51 link_crt_dirs 12 0 1
src/antic/linker.c:66 program 15 1 4
src/antic/linker.c:85 macos_start 24 1 4
src/antic/linker.c:111 macos_frameworks 10 1 2
src/antic/linker.c:122 macos 19 1 3
src/antic/linker.c:148 linux_lld 33 1 3
src/antic/linker.c:202 windows_debug 9 1 2
src/antic/linker.c:215 windows_output 14 0 2
src/antic/linker.c:233 windows_libpaths 18 1 3
src/antic/linker.c:254 linux_ld 38 1 3
src/antic/linker.c:299 windows 26 0 3
src/antic/linker.c:326 add_inputs 9 1 2
src/antic/linker.c:336 link_command 23 2 3
src/antic/linker.c:360 link_command_free 9 1 1
src/antic/linker.c:370 start 10 1 2
src/antic/linker.c:381 link_shared_command 105 3 4
src/antic/linker.c:487 archive_command 20 1 6
src/antic/linker.c:512 relocatable_command 21 1 6
src/antic/linker.c:534 link_line 14 1 6
src/antic/linker.c:551 root_length 18 2 1
src/antic/linker.c:570 same_root 16 2 4
src/antic/linker.c:589 part 7 1 2
src/antic/linker.c:597 link_relative 42 2 3
src/antic/lower.c:116 none 5 0 0
src/antic/lower.c:122 temp 4 0 2
src/antic/lower.c:129 ir_type_of 45 1 1
src/antic/lower.c:176 is_aggregate 6 0 1
src/antic/lower.c:185 name_of_type 19 1 2
src/antic/lower.c:210 agg_of 73 3 2
src/antic/lower.c:284 vtype_of 5 0 2
src/antic/lower.c:292 size_operand 4 0 2
src/antic/lower.c:299 min_bits 11 1 1
src/antic/lower.c:311 max_bits 4 0 1
src/antic/lower.c:320 narrows 4 0 2
src/antic/lower.c:327 new_block 7 0 1
src/antic/lower.c:336 cstr 12 1 1
src/antic/lower.c:351 find_function 16 2 3
src/antic/lower.c:368 result_agg 4 0 2
src/antic/lower.c:373 param_ext 9 1 1
src/antic/lower.c:385 add_param 8 0 3
src/antic/lower.c:396 c_function 11 1 4
src/antic/lower.c:409 calloc_function 11 1 1
src/antic/lower.c:423 callee_function 49 3 2
src/antic/lower.c:474 has_signature 19 2 3
src/antic/lower.c:498 signature 28 2 2
src/antic/lower.c:529 fatal_signature 25 2 1
src/antic/lower.c:558 provider_signature 23 2 1
src/antic/lower.c:584 bound_signature 39 4 2
src/antic/lower.c:628 float_literal 9 0 2
